number,code,name,"full name"
3651,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FC,"kiss: woman, woman, dark skin tone, medium-light skin tone","kiss: woman, woman, dark skin tone, medium-light skin tone; "
3652,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FD,"kiss: woman, woman, dark skin tone, medium skin tone","kiss: woman, woman, dark skin tone, medium skin tone; "
3653,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FE,"kiss: woman, woman, dark skin tone, medium-dark skin tone","kiss: woman, woman, dark skin tone, medium-dark skin tone; "
3654,1F469-1F3FF-200D-2764-FE0F-200D-1F48B-200D-1F469-1F3FF,"kiss: woman, woman, dark skin tone","kiss: woman, woman, dark skin tone; "
3655,1F491-1F3FB,"couple with heart: light skin tone","couple with heart: light skin tone; "
3656,1F491-1F3FC,"couple with heart: medium-light skin tone","couple with heart: medium-light skin tone; "
3657,1F491-1F3FD,"couple with heart: medium skin tone","couple with heart: medium skin tone; "
3658,1F491-1F3FE,"couple with heart: medium-dark skin tone","couple with heart: medium-dark skin tone; "
3659,1F491-1F3FF,"couple with heart: dark skin tone","couple with heart: dark skin tone; "
3660,1F9D1-1F3FB-200D-2764-FE0F-200D-1F9D1-1F3FC,"couple with heart: person, person, light skin tone, medium-light skin tone","couple with heart: person, person, light skin tone, medium-light skin tone; "
3661,1F9D1-1F3FB-200D-2764-FE0F-200D-1F9D1-1F3FD,"couple with heart: person, person, light skin tone, medium skin tone","couple with heart: person, person, light skin tone, medium skin tone; "
3662,1F9D1-1F3FB-200D-2764-FE0F-200D-1F9D1-1F3FE,"couple with heart: person, person, light skin tone, medium-dark skin tone","couple with heart: person, person, light skin tone, medium-dark skin tone; "
3663,1F9D1-1F3FB-200D-2764-FE0F-200D-1F9D1-1F3FF,"couple with heart: person, person, light skin tone, dark skin tone","couple with heart: person, person, light skin tone, dark skin tone; "
3664,1F9D1-1F3FC-200D-2764-FE0F-200D-1F9D1-1F3FB,"couple with heart: person, person, medium-light skin tone, light skin tone","couple with heart: person, person, medium-light skin tone, light skin tone; "
3665,1F9D1-1F3FC-200D-2764-FE0F-200D-1F9D1-1F3FD,"couple with heart: person, person, medium-light skin tone, medium skin tone","couple with heart: person, person, medium-light skin tone, medium skin tone; "
3666,1F9D1-1F3FC-200D-2764-FE0F-200D-1F9D1-1F3FE,"couple with heart: person, person, medium-light skin tone, medium-dark skin tone","couple with heart: person, person, medium-light skin tone, medium-dark skin tone; "
3667,1F9D1-1F3FC-200D-2764-FE0F-200D-1F9D1-1F3FF,"couple with heart: person, person, medium-light skin tone, dark skin tone","couple with heart: person, person, medium-light skin tone, dark skin tone; "
3668,1F9D1-1F3FD-200D-2764-FE0F-200D-1F9D1-1F3FB,"couple with heart: person, person, medium skin tone, light skin tone","couple with heart: person, person, medium skin tone, light skin tone; "
3669,1F9D1-1F3FD-200D-2764-FE0F-200D-1F9D1-1F3FC,"couple with heart: person, person, medium skin tone, medium-light skin tone","couple with heart: person, person, medium skin tone, medium-light skin tone; "
3670,1F9D1-1F3FD-200D-2764-FE0F-200D-1F9D1-1F3FE,"couple with heart: person, person, medium skin tone, medium-dark skin tone","couple with heart: person, person, medium skin tone, medium-dark skin tone; "
3671,1F9D1-1F3FD-200D-2764-FE0F-200D-1F9D1-1F3FF,"couple with heart: person, person, medium skin tone, dark skin tone","couple with heart: person, person, medium skin tone, dark skin tone; "
3672,1F9D1-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FB,"couple with heart: person, person, medium-dark skin tone, light skin tone","couple with heart: person, person, medium-dark skin tone, light skin tone; "
3673,1F9D1-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FC,"couple with heart: person, person, medium-dark skin tone, medium-light skin tone","couple with heart: person, person, medium-dark skin tone, medium-light skin tone; "
3674,1F9D1-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FD,"couple with heart: person, person, medium-dark skin tone, medium skin tone","couple with heart: person, person, medium-dark skin tone, medium skin tone; "
3675,1F9D1-1F3FE-200D-2764-FE0F-200D-1F9D1-1F3FF,"couple with heart: person, person, medium-dark skin tone, dark skin tone","couple with heart: person, person, medium-dark skin tone, dark skin tone; "
3676,1F9D1-1F3FF-200D-2764-FE0F-200D-1F9D1-1F3FB,"couple with heart: person, person, dark skin tone, light skin tone","couple with heart: person, person, dark skin tone, light skin tone; "
3677,1F9D1-1F3FF-200D-2764-FE0F-200D-1F9D1-1F3FC,"couple with heart: person, person, dark skin tone, medium-light skin tone","couple with heart: person, person, dark skin tone, medium-light skin tone; "
3678,1F9D1-1F3FF-200D-2764-FE0F-200D-1F9D1-1F3FD,"couple with heart: person, person, dark skin tone, medium skin tone","couple with heart: person, person, dark skin tone, medium skin tone; "
3679,1F9D1-1F3FF-200D-2764-FE0F-200D-1F9D1-1F3FE,"couple with heart: person, person, dark skin tone, medium-dark skin tone","couple with heart: person, person, dark skin tone, medium-dark skin tone; "
3680,1F469-1F3FB-200D-2764-FE0F-200D-1F468-1F3FB,"couple with heart: woman, man, light skin tone","couple with heart: woman, man, light skin tone; "
3681,1F469-1F3FB-200D-2764-FE0F-200D-1F468-1F3FC,"couple with heart: woman, man, light skin tone, medium-light skin tone","couple with heart: woman, man, light skin tone, medium-light skin tone; "
3682,1F469-1F3FB-200D-2764-FE0F-200D-1F468-1F3FD,"couple with heart: woman, man, light skin tone, medium skin tone","couple with heart: woman, man, light skin tone, medium skin tone; "
3683,1F469-1F3FB-200D-2764-FE0F-200D-1F468-1F3FE,"couple with heart: woman, man, light skin tone, medium-dark skin tone","couple with heart: woman, man, light skin tone, medium-dark skin tone; "
3684,1F469-1F3FB-200D-2764-FE0F-200D-1F468-1F3FF,"couple with heart: woman, man, light skin tone, dark skin tone","couple with heart: woman, man, light skin tone, dark skin tone; "
3685,1F469-1F3FC-200D-2764-FE0F-200D-1F468-1F3FB,"couple with heart: woman, man, medium-light skin tone, light skin tone","couple with heart: woman, man, medium-light skin tone, light skin tone; "
3686,1F469-1F3FC-200D-2764-FE0F-200D-1F468-1F3FC,"couple with heart: woman, man, medium-light skin tone","couple with heart: woman, man, medium-light skin tone; "
3687,1F469-1F3FC-200D-2764-FE0F-200D-1F468-1F3FD,"couple with heart: woman, man, medium-light skin tone, medium skin tone","couple with heart: woman, man, medium-light skin tone, medium skin tone; "
3688,1F469-1F3FC-200D-2764-FE0F-200D-1F468-1F3FE,"couple with heart: woman, man, medium-light skin tone, medium-dark skin tone","couple with heart: woman, man, medium-light skin tone, medium-dark skin tone; "
3689,1F469-1F3FC-200D-2764-FE0F-200D-1F468-1F3FF,"couple with heart: woman, man, medium-light skin tone, dark skin tone","couple with heart: woman, man, medium-light skin tone, dark skin tone; "
3690,1F469-1F3FD-200D-2764-FE0F-200D-1F468-1F3FB,"couple with heart: woman, man, medium skin tone, light skin tone","couple with heart: woman, man, medium skin tone, light skin tone; "
3691,1F469-1F3FD-200D-2764-FE0F-200D-1F468-1F3FC,"couple with heart: woman, man, medium skin tone, medium-light skin tone","couple with heart: woman, man, medium skin tone, medium-light skin tone; "
3692,1F469-1F3FD-200D-2764-FE0F-200D-1F468-1F3FD,"couple with heart: woman, man, medium skin tone","couple with heart: woman, man, medium skin tone; "
3693,1F469-1F3FD-200D-2764-FE0F-200D-1F468-1F3FE,"couple with heart: woman, man, medium skin tone, medium-dark skin tone","couple with heart: woman, man, medium skin tone, medium-dark skin tone; "
3694,1F469-1F3FD-200D-2764-FE0F-200D-1F468-1F3FF,"couple with heart: woman, man, medium skin tone, dark skin tone","couple with heart: woman, man, medium skin tone, dark skin tone; "
3695,1F469-1F3FE-200D-2764-FE0F-200D-1F468-1F3FB,"couple with heart: woman, man, medium-dark skin tone, light skin tone","couple with heart: woman, man, medium-dark skin tone, light skin tone; "
3696,1F469-1F3FE-200D-2764-FE0F-200D-1F468-1F3FC,"couple with heart: woman, man, medium-dark skin tone, medium-light skin tone","couple with heart: woman, man, medium-dark skin tone, medium-light skin tone; "
3697,1F469-1F3FE-200D-2764-FE0F-200D-1F468-1F3FD,"couple with heart: woman, man, medium-dark skin tone, medium skin tone","couple with heart: woman, man, medium-dark skin tone, medium skin tone; "
3698,1F469-1F3FE-200D-2764-FE0F-200D-1F468-1F3FE,"couple with heart: woman, man, medium-dark skin tone","couple with heart: woman, man, medium-dark skin tone; "
3699,1F469-1F3FE-200D-2764-FE0F-200D-1F468-1F3FF,"couple with heart: woman, man, medium-dark skin tone, dark skin tone","couple with heart: woman, man, medium-dark skin tone, dark skin tone; "
3700,1F469-1F3FF-200D-2764-FE0F-200D-1F468-1F3FB,"couple with heart: woman, man, dark skin tone, light skin tone","couple with heart: woman, man, dark skin tone, light skin tone; "
3701,1F469-1F3FF-200D-2764-FE0F-200D-1F468-1F3FC,"couple with heart: woman, man, dark skin tone, medium-light skin tone","couple with heart: woman, man, dark skin tone, medium-light skin tone; "
3702,1F469-1F3FF-200D-2764-FE0F-200D-1F468-1F3FD,"couple with heart: woman, man, dark skin tone, medium skin tone","couple with heart: woman, man, dark skin tone, medium skin tone; "
3703,1F469-1F3FF-200D-2764-FE0F-200D-1F468-1F3FE,"couple with heart: woman, man, dark skin tone, medium-dark skin tone","couple with heart: woman, man, dark skin tone, medium-dark skin tone; "
3704,1F469-1F3FF-200D-2764-FE0F-200D-1F468-1F3FF,"couple with heart: woman, man, dark skin tone","couple with heart: woman, man, dark skin tone; "
3705,1F468-1F3FB-200D-2764-FE0F-200D-1F468-1F3FB,"couple with heart: man, man, light skin tone","couple with heart: man, man, light skin tone; "
3706,1F468-1F3FB-200D-2764-FE0F-200D-1F468-1F3FC,"couple with heart: man, man, light skin tone, medium-light skin tone","couple with heart: man, man, light skin tone, medium-light skin tone; "
3707,1F468-1F3FB-200D-2764-FE0F-200D-1F468-1F3FD,"couple with heart: man, man, light skin tone, medium skin tone","couple with heart: man, man, light skin tone, medium skin tone; "
3708,1F468-1F3FB-200D-2764-FE0F-200D-1F468-1F3FE,"couple with heart: man, man, light skin tone, medium-dark skin tone","couple with heart: man, man, light skin tone, medium-dark skin tone; "
3709,1F468-1F3FB-200D-2764-FE0F-200D-1F468-1F3FF,"couple with heart: man, man, light skin tone, dark skin tone","couple with heart: man, man, light skin tone, dark skin tone; "
3710,1F468-1F3FC-200D-2764-FE0F-200D-1F468-1F3FB,"couple with heart: man, man, medium-light skin tone, light skin tone","couple with heart: man, man, medium-light skin tone, light skin tone; "
3711,1F468-1F3FC-200D-2764-FE0F-200D-1F468-1F3FC,"couple with heart: man, man, medium-light skin tone","couple with heart: man, man, medium-light skin tone; "
3712,1F468-1F3FC-200D-2764-FE0F-200D-1F468-1F3FD,"couple with heart: man, man, medium-light skin tone, medium skin tone","couple with heart: man, man, medium-light skin tone, medium skin tone; "
3713,1F468-1F3FC-200D-2764-FE0F-200D-1F468-1F3FE,"couple with heart: man, man, medium-light skin tone, medium-dark skin tone","couple with heart: man, man, medium-light skin tone, medium-dark skin tone; "
3714,1F468-1F3FC-200D-2764-FE0F-200D-1F468-1F3FF,"couple with heart: man, man, medium-light skin tone, dark skin tone","couple with heart: man, man, medium-light skin tone, dark skin tone; "
3715,1F468-1F3FD-200D-2764-FE0F-200D-1F468-1F3FB,"couple with heart: man, man, medium skin tone, light skin tone","couple with heart: man, man, medium skin tone, light skin tone; "
3716,1F468-1F3FD-200D-2764-FE0F-200D-1F468-1F3FC,"couple with heart: man, man, medium skin tone, medium-light skin tone","couple with heart: man, man, medium skin tone, medium-light skin tone; "
3717,1F468-1F3FD-200D-2764-FE0F-200D-1F468-1F3FD,"couple with heart: man, man, medium skin tone","couple with heart: man, man, medium skin tone; "
3718,1F468-1F3FD-200D-2764-FE0F-200D-1F468-1F3FE,"couple with heart: man, man, medium skin tone, medium-dark skin tone","couple with heart: man, man, medium skin tone, medium-dark skin tone; "
3719,1F468-1F3FD-200D-2764-FE0F-200D-1F468-1F3FF,"couple with heart: man, man, medium skin tone, dark skin tone","couple with heart: man, man, medium skin tone, dark skin tone; "
3720,1F468-1F3FE-200D-2764-FE0F-200D-1F468-1F3FB,"couple with heart: man, man, medium-dark skin tone, light skin tone","couple with heart: man, man, medium-dark skin tone, light skin tone; "
3721,1F468-1F3FE-200D-2764-FE0F-200D-1F468-1F3FC,"couple with heart: man, man, medium-dark skin tone, medium-light skin tone","couple with heart: man, man, medium-dark skin tone, medium-light skin tone; "
3722,1F468-1F3FE-200D-2764-FE0F-200D-1F468-1F3FD,"couple with heart: man, man, medium-dark skin tone, medium skin tone","couple with heart: man, man, medium-dark skin tone, medium skin tone; "
3723,1F468-1F3FE-200D-2764-FE0F-200D-1F468-1F3FE,"couple with heart: man, man, medium-dark skin tone","couple with heart: man, man, medium-dark skin tone; "
3724,1F468-1F3FE-200D-2764-FE0F-200D-1F468-1F3FF,"couple with heart: man, man, medium-dark skin tone, dark skin tone","couple with heart: man, man, medium-dark skin tone, dark skin tone; "
3725,1F468-1F3FF-200D-2764-FE0F-200D-1F468-1F3FB,"couple with heart: man, man, dark skin tone, light skin tone","couple with heart: man, man, dark skin tone, light skin tone; "
3726,1F468-1F3FF-200D-2764-FE0F-200D-1F468-1F3FC,"couple with heart: man, man, dark skin tone, medium-light skin tone","couple with heart: man, man, dark skin tone, medium-light skin tone; "
3727,1F468-1F3FF-200D-2764-FE0F-200D-1F468-1F3FD,"couple with heart: man, man, dark skin tone, medium skin tone","couple with heart: man, man, dark skin tone, medium skin tone; "
3728,1F468-1F3FF-200D-2764-FE0F-200D-1F468-1F3FE,"couple with heart: man, man, dark skin tone, medium-dark skin tone","couple with heart: man, man, dark skin tone, medium-dark skin tone; "
3729,1F468-1F3FF-200D-2764-FE0F-200D-1F468-1F3FF,"couple with heart: man, man, dark skin tone","couple with heart: man, man, dark skin tone; "
3730,1F469-1F3FB-200D-2764-FE0F-200D-1F469-1F3FB,"couple with heart: woman, woman, light skin tone","couple with heart: woman, woman, light skin tone; "
3731,1F469-1F3FB-200D-2764-FE0F-200D-1F469-1F3FC,"couple with heart: woman, woman, light skin tone, medium-light skin tone","couple with heart: woman, woman, light skin tone, medium-light skin tone; "
3732,1F469-1F3FB-200D-2764-FE0F-200D-1F469-1F3FD,"couple with heart: woman, woman, light skin tone, medium skin tone","couple with heart: woman, woman, light skin tone, medium skin tone; "
3733,1F469-1F3FB-200D-2764-FE0F-200D-1F469-1F3FE,"couple with heart: woman, woman, light skin tone, medium-dark skin tone","couple with heart: woman, woman, light skin tone, medium-dark skin tone; "
3734,1F469-1F3FB-200D-2764-FE0F-200D-1F469-1F3FF,"couple with heart: woman, woman, light skin tone, dark skin tone","couple with heart: woman, woman, light skin tone, dark skin tone; "
3735,1F469-1F3FC-200D-2764-FE0F-200D-1F469-1F3FB,"couple with heart: woman, woman, medium-light skin tone, light skin tone","couple with heart: woman, woman, medium-light skin tone, light skin tone; "
3736,1F469-1F3FC-200D-2764-FE0F-200D-1F469-1F3FC,"couple with heart: woman, woman, medium-light skin tone","couple with heart: woman, woman, medium-light skin tone; "
3737,1F469-1F3FC-200D-2764-FE0F-200D-1F469-1F3FD,"couple with heart: woman, woman, medium-light skin tone, medium skin tone","couple with heart: woman, woman, medium-light skin tone, medium skin tone; "
3738,1F469-1F3FC-200D-2764-FE0F-200D-1F469-1F3FE,"couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone","couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone; "
3739,1F469-1F3FC-200D-2764-FE0F-200D-1F469-1F3FF,"couple with heart: woman, woman, medium-light skin tone, dark skin tone","couple with heart: woman, woman, medium-light skin tone, dark skin tone; "
3740,1F469-1F3FD-200D-2764-FE0F-200D-1F469-1F3FB,"couple with heart: woman, woman, medium skin tone, light skin tone","couple with heart: woman, woman, medium skin tone, light skin tone; "
3741,1F469-1F3FD-200D-2764-FE0F-200D-1F469-1F3FC,"couple with heart: woman, woman, medium skin tone, medium-light skin tone","couple with heart: woman, woman, medium skin tone, medium-light skin tone; "
3742,1F469-1F3FD-200D-2764-FE0F-200D-1F469-1F3FD,"couple with heart: woman, woman, medium skin tone","couple with heart: woman, woman, medium skin tone; "
3743,1F469-1F3FD-200D-2764-FE0F-200D-1F469-1F3FE,"couple with heart: woman, woman, medium skin tone, medium-dark skin tone","couple with heart: woman, woman, medium skin tone, medium-dark skin tone; "
3744,1F469-1F3FD-200D-2764-FE0F-200D-1F469-1F3FF,"couple with heart: woman, woman, medium skin tone, dark skin tone","couple with heart: woman, woman, medium skin tone, dark skin tone; "
3745,1F469-1F3FE-200D-2764-FE0F-200D-1F469-1F3FB,"couple with heart: woman, woman, medium-dark skin tone, light skin tone","couple with heart: woman, woman, medium-dark skin tone, light skin tone; "
3746,1F469-1F3FE-200D-2764-FE0F-200D-1F469-1F3FC,"couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone","couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone; "
3747,1F469-1F3FE-200D-2764-FE0F-200D-1F469-1F3FD,"couple with heart: woman, woman, medium-dark skin tone, medium skin tone","couple with heart: woman, woman, medium-dark skin tone, medium skin tone; "
3748,1F469-1F3FE-200D-2764-FE0F-200D-1F469-1F3FE,"couple with heart: woman, woman, medium-dark skin tone","couple with heart: woman, woman, medium-dark skin tone; "
3749,1F469-1F3FE-200D-2764-FE0F-200D-1F469-1F3FF,"couple with heart: woman, woman, medium-dark skin tone, dark skin tone","couple with heart: woman, woman, medium-dark skin tone, dark skin tone; "
3750,1F469-1F3FF-200D-2764-FE0F-200D-1F469-1F3FB,"couple with heart: woman, woman, dark skin tone, light skin tone","couple with heart: woman, woman, dark skin tone, light skin tone; "
3751,1F469-1F3FF-200D-2764-FE0F-200D-1F469-1F3FC,"couple with heart: woman, woman, dark skin tone, medium-light skin tone","couple with heart: woman, woman, dark skin tone, medium-light skin tone; "
3752,1F469-1F3FF-200D-2764-FE0F-200D-1F469-1F3FD,"couple with heart: woman, woman, dark skin tone, medium skin tone","couple with heart: woman, woman, dark skin tone, medium skin tone; "
